ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,active_listing_count,active_listing_count_lower,active_listing_count_upper,extra_regressors_multiplicative,extra_regressors_multiplicative_lower,extra_regressors_multiplicative_upper,median_days_on_market,median_days_on_market_lower,median_days_on_market_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,thirty_year_interest_rate_four,thirty_year_interest_rate_four_lower,thirty_year_interest_rate_four_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
2020-01-01,370382.60503540625,303581.7714315488,496007.4354462049,370382.60503540625,370382.60503540625,0.011851469151562754,0.011851469151562754,0.011851469151562754,-0.10757116473810543,-0.10757116473810543,-0.10757116473810543,-0.13929774099819908,-0.13929774099819908,-0.13929774099819908,0.08171396438774484,0.08171396438774484,0.08171396438774484,0.019875107108530885,0.019875107108530885,0.019875107108530885,0.18928512912585027,0.18928512912585027,0.18928512912585027,0.0,0.0,0.0,400648.03603310965
2020-02-01,378785.51136898703,308385.9409708442,489541.83166674676,378785.51136898703,378785.51136898703,0.014306259613248301,0.014306259613248301,0.014306259613248301,-0.20135852473992083,-0.20135852473992083,-0.20135852473992083,-0.22189017854837623,-0.22189017854837623,-0.22189017854837623,0.05143100486269065,0.05143100486269065,0.05143100486269065,0.006225394195207101,0.006225394195207101,0.006225394195207101,0.2527895296026115,0.2527895296026115,0.2527895296026115,0.0,0.0,0.0,398266.8308461222
2020-03-01,386646.29471330426,248273.9017081406,414700.6097043757,386646.29471330426,386646.29471330426,0.012634544722715581,0.012634544722715581,0.012634544722715581,0.022484763986320593,0.022484763986320593,0.022484763986320593,0.000695291959094063,0.000695291959094063,0.000695291959094063,-0.13036264831837618,-0.13036264831837618,-0.13036264831837618,0.009154927304510948,0.009154927304510948,0.009154927304510948,-0.15284741230469678,-0.15284741230469678,-0.15284741230469678,0.0,0.0,0.0,336242.0597719905
2020-04-01,395049.20104688493,289999.4271784172,477075.03455566114,395049.20104688493,395049.20104688493,0.0037331673753972414,0.0037331673753972414,0.0037331673753972414,0.19322721763398018,0.19322721763398018,0.19322721763398018,0.18207392241058676,0.18207392241058676,0.18207392241058676,-0.024417244319527215,-0.024417244319527215,-0.024417244319527215,0.007420127847996172,0.007420127847996172,0.007420127847996172,-0.2176444619535074,-0.2176444619535074,-0.2176444619535074,0.0,0.0,0.0,385403.1881866891
2020-05-01,403181.0735989425,324077.3465823655,510408.45611327514,403181.0735989425,403181.0735989425,0.004792292085252145,0.004792292085252145,0.004792292085252145,0.08152088799931091,0.08152088799931091,0.08152088799931091,0.06723328208391734,0.06723328208391734,0.06723328208391734,0.037260339606867934,0.037260339606867934,0.037260339606867934,0.009495313830141431,0.009495313830141431,0.009495313830141431,-0.04426054839244298,-0.04426054839244298,-0.04426054839244298,0.0,0.0,0.0,418203.73732430075
2020-06-01,411584.00856940204,398162.69213044096,583693.5529774352,411584.00856940204,411584.00856940204,0.006558486701544922,0.006558486701544922,0.006558486701544922,0.11259252573596026,0.11259252573596026,0.11259252573596026,0.07274110353232134,0.07274110353232134,0.07274110353232134,0.19135930242360913,0.19135930242360913,0.19135930242360913,0.033292935502093994,0.033292935502093994,0.033292935502093994,0.07876677668764887,0.07876677668764887,0.07876677668764887,0.0,0.0,0.0,490344.4373379556
2020-07-01,419715.90888573125,414499.38936293824,590863.4435783608,419715.90888573125,419715.90888573125,0.004455294807427653,0.004455294807427653,0.004455294807427653,0.13475198937900246,0.13475198937900246,0.13475198937900246,0.12011103883786534,0.12011103883786534,0.12011103883786534,0.1892496876153268,0.1892496876153268,0.1892496876153268,0.010185655733709461,0.010185655733709461,0.010185655733709461,0.05449769823632433,0.05449769823632433,0.05449769823632433,0.0,0.0,0.0,499147.0135295388
2020-08-01,428118.8725459383,403016.88904639194,571530.6445321018,428118.8725459383,428118.8725459383,0.010445315318790149,0.010445315318790149,0.010445315318790149,0.23685935846999848,0.23685935846999848,0.23685935846999848,0.1765251632866189,0.1765251632866189,0.1765251632866189,0.13128643871339604,0.13128643871339604,0.13128643871339604,0.04988887986458942,0.04988887986458942,0.04988887986458942,-0.10557291975660243,-0.10557291975660243,-0.10557291975660243,0.0,0.0,0.0,484325.0746684889
2020-09-01,436521.8362061453,431349.37174616545,612187.1367637332,436521.8362061453,436521.8362061453,0.012565167864049081,0.012565167864049081,0.012565167864049081,0.24406694495314182,0.24406694495314182,0.24406694495314182,0.176434020679605,0.176434020679605,0.176434020679605,0.2013967583730544,0.2013967583730544,0.2013967583730544,0.05506775640948774,0.05506775640948774,0.05506775640948774,-0.04267018658008742,-0.04267018658008742,-0.04267018658008742,0.0,0.0,0.0,524435.9189771164
2020-10-01,444653.73654854967,416482.47371819674,599074.0808946852,444653.73654854967,444653.73654854967,0.01538964676296448,0.01538964676296448,0.01538964676296448,0.05714021564738576,0.05714021564738576,0.05714021564738576,-0.020562595655323087,-0.020562595655323087,-0.020562595655323087,0.13734341188413185,0.13734341188413185,0.13734341188413185,0.062313164539744365,0.062313164539744365,0.062313164539744365,0.0802031962367461,0.0802031962367461,0.0802031962367461,0.0,0.0,0.0,505723.9978331554
2020-11-01,453056.70023570076,444777.76288223924,628455.666019259,453056.70023570076,453056.70023570076,0.011244892250919132,0.011244892250919132,0.011244892250919132,0.0013437801695111856,0.0013437801695111856,0.0013437801695111856,-0.035992549999303666,-0.035992549999303666,-0.035992549999303666,0.18135026925032244,0.18135026925032244,0.18135026925032244,0.02609143791789572,0.02609143791789572,0.02609143791789572,0.18000648908081124,0.18000648908081124,0.18000648908081124,0.0,0.0,0.0,535218.6548091077
2020-12-01,461188.6005716924,462538.25551957317,643568.4441529437,461188.6005716924,461188.6005716924,0.01476775551586578,0.01476775551586578,0.01476775551586578,-0.0489259640223866,-0.0489259640223866,-0.0489259640223866,-0.09800641615403892,-0.09800641615403892,-0.09800641615403892,0.20123243898006068,0.20123243898006068,0.20123243898006068,0.03431269661578654,0.03431269661578654,0.03431269661578654,0.2501584030024473,0.2501584030024473,0.2501584030024473,0.0,0.0,0.0,553994.707494535
2021-01-01,469591.56425221695,565814.0410605471,747545.5663446898,469591.56425221695,469591.56425221695,0.016634091443462,0.016634091443462,0.016634091443462,-0.11535153215116087,-0.11535153215116087,-0.11535153215116087,-0.1693266485184363,-0.1693266485184363,-0.1693266485184363,0.40153139051618236,0.40153139051618236,0.40153139051618236,0.03734102492381341,0.03734102492381341,0.03734102492381341,0.5168829226673433,0.5168829226673433,0.5168829226673433,0.0,0.0,0.0,658147.3180210788
2021-02-01,477994.52794420574,655227.6421844171,832234.7003516692,477994.52794420574,477994.52794420574,0.017626114909868942,0.017626114909868942,0.017626114909868942,-0.07557963972682119,-0.07557963972682119,-0.07557963972682119,-0.12709776065322095,-0.12709776065322095,-0.12709776065322095,0.5563088759904491,0.5563088759904491,0.5563088759904491,0.033892006016530814,0.033892006016530814,0.033892006016530814,0.6318885157172702,0.6318885157172702,0.6318885157172702,0.0,0.0,0.0,743907.1265144321
2021-03-01,485584.30160148593,435794.1630653559,617588.874948796,485584.30160148593,485584.30160148593,0.01720752268172823,0.01720752268172823,0.01720752268172823,0.03845275632508947,0.03845275632508947,0.03845275632508947,0.0014482119579031034,0.0014482119579031034,0.0014482119579031034,0.08382060926586007,0.08382060926586007,0.08382060926586007,0.019797021685458136,0.019797021685458136,0.019797021685458136,0.045367852940770614,0.045367852940770614,0.045367852940770614,0.0,0.0,0.0,526286.2736116596
2021-04-01,493987.26529347466,463450.7336101011,644715.7007271858,493987.26529347466,493987.26529347466,0.016446191545375438,0.016446191545375438,0.016446191545375438,0.26497637231121973,0.26497637231121973,0.26497637231121973,0.2257251109599923,0.2257251109599923,0.2257251109599923,0.1330019731942058,0.1330019731942058,0.1330019731942058,0.022805069805852014,0.022805069805852014,0.022805069805852014,-0.13197439911701392,-0.13197439911701392,-0.13197439911701392,0.0,0.0,0.0,559688.5463103164
2021-05-01,502119.1551388875,500023.1844837495,681654.6666407165,502119.1551388875,502119.1551388875,0.012717590676617136,0.012717590676617136,0.012717590676617136,0.2704785104330134,0.2704785104330134,0.2704785104330134,0.24063093216204218,0.24063093216204218,0.24063093216204218,0.18013550963028815,0.18013550963028815,0.18013550963028815,0.017129987594354096,0.017129987594354096,0.017129987594354096,-0.09034300080272528,-0.09034300080272528,-0.09034300080272528,0.0,0.0,0.0,592568.6450449608
2021-06-01,510522.1079791475,563124.8747183593,746431.7456298567,510522.1079791475,510522.1079791475,0.009422242492987658,0.009422242492987658,0.009422242492987658,0.3169679343650928,0.3169679343650928,0.3169679343650928,0.2204258427083981,0.2204258427083981,0.2204258427083981,0.27773137547620813,0.27773137547620813,0.27773137547620813,0.08711984916370703,0.08711984916370703,0.08711984916370703,-0.039236558888884665,-0.039236558888884665,-0.039236558888884665,0.0,0.0,0.0,652310.1152392094
2021-07-01,518652.6949632814,523032.50984422787,701614.4350207119,518652.6949632814,518652.6949632814,0.0076057370000035315,0.0076057370000035315,0.0076057370000035315,0.18181671785853346,0.18181671785853346,0.18181671785853346,0.1701520737664498,0.1701520737664498,0.1701520737664498,0.1805188606673824,0.1805188606673824,0.1805188606673824,0.004058907092080121,0.004058907092080121,0.004058907092080121,-0.0012978571911510528,-0.0012978571911510528,-0.0012978571911510528,0.0,0.0,0.0,612279.2885401204
2021-08-01,527054.3015135531,502985.6446153142,679170.2605472157,527054.3015135531,527054.3015135531,0.0062100494342635405,0.0062100494342635405,0.0062100494342635405,0.16811705527750845,0.16811705527750845,0.16811705527750845,0.1609814304374157,0.1609814304374157,0.1609814304374157,0.12894946686204636,0.12894946686204636,0.12894946686204636,0.000925575405829227,0.000925575405829227,0.000925575405829227,-0.039167588415462085,-0.039167588415462085,-0.039167588415462085,0.0,0.0,0.0,595017.672701074
2021-09-01,535455.9080638248,508788.49770789983,691757.3440497972,535455.9080638248,535455.9080638248,0.004557295356393994,0.004557295356393994,0.004557295356393994,0.11876813054801395,0.11876813054801395,0.11876813054801395,0.11423253012469173,0.11423253012469173,0.11423253012469173,0.12581351479282274,0.12581351479282274,0.12581351479282274,-2.169493307175941e-05,-2.169493307175941e-05,-2.169493307175941e-05,0.007045384244808772,0.007045384244808772,0.007045384244808772,0.0,0.0,0.0,602823.4978739171
2021-10-01,543586.4950479586,553047.3857568215,735734.9977499862,543586.4950479586,543586.4950479586,0.005307385146554093,0.005307385146554093,0.005307385146554093,0.09674405352412756,0.09674405352412756,0.09674405352412756,0.0681815766531151,0.0681815766531151,0.0681815766531151,0.18744915480566068,0.18744915480566068,0.18744915480566068,0.02325509172445837,0.02325509172445837,0.02325509172445837,0.09070510128153314,0.09070510128153314,0.09070510128153314,0.0,0.0,0.0,645481.3241084699
2021-11-01,551988.1015982303,609974.2880547275,794002.6543816864,551988.1015982303,551988.1015982303,0.008932848164471052,0.008932848164471052,0.008932848164471052,0.06554980765893074,0.06554980765893074,0.06554980765893074,0.015100060892102557,0.015100060892102557,0.015100060892102557,0.27652007097400716,0.27652007097400716,0.27652007097400716,0.04151689860235714,0.04151689860235714,0.04151689860235714,0.2109702633150764,0.2109702633150764,0.2109702633150764,0.0,0.0,0.0,704623.8906289805
2021-12-01,560118.6885823641,633195.6868147907,819892.8109105738,560118.6885823641,560118.6885823641,0.011822068864067082,0.011822068864067082,0.011822068864067082,0.0362625859434464,0.0362625859434464,0.0362625859434464,-0.022657637369216804,-0.022657637369216804,-0.022657637369216804,0.29034243817491173,0.29034243817491173,0.29034243817491173,0.04709815444859612,0.04709815444859612,0.04709815444859612,0.25407985223146534,0.25407985223146534,0.25407985223146534,0.0,0.0,0.0,722744.9142927019
2022-01-01,568520.2951326357,703581.7271221442,882114.4218138363,568520.2951326357,568520.2951326357,0.013500375809362569,0.013500375809362569,0.013500375809362569,-0.01777466869593343,-0.01777466869593343,-0.01777466869593343,-0.07707783428026255,-0.07707783428026255,-0.07707783428026255,0.39096683130364857,0.39096683130364857,0.39096683130364857,0.045802789774966546,0.045802789774966546,0.045802789774966546,0.408741499999582,0.408741499999582,0.408741499999582,0.0,0.0,0.0,790792.8734524574
2022-02-01,576921.9016829075,761080.9996128096,950547.4145975331,576921.9016829075,576921.9016829075,0.01440601936947576,0.01440601936947576,0.01440601936947576,-0.019421491553890627,-0.019421491553890627,-0.019421491553890627,-0.07299616608669669,-0.07299616608669669,-0.07299616608669669,0.4819853436643961,0.4819853436643961,0.4819853436643961,0.039168655163330304,0.039168655163330304,0.039168655163330304,0.5014068352182868,0.5014068352182868,0.5014068352182868,0.0,0.0,0.0,854989.8027330607
2022-03-01,584510.4495347658,664558.3275817083,852372.545889336,584510.4495347658,584510.4495347658,0.013354054049857537,0.013354054049857537,0.013354054049857537,0.05568428106241327,0.05568428106241327,0.05568428106241327,0.011807595267274193,0.011807595267274193,0.011807595267274193,0.30169265558486696,0.30169265558486696,0.30169265558486696,0.030522631745281536,0.030522631745281536,0.030522631745281536,0.24600837452245372,0.24600837452245372,0.24600837452245372,0.0,0.0,0.0,760852.9592720136
2022-04-01,592912.0560850374,645735.713935519,824715.6290675324,592912.0560850374,592912.0560850374,0.009909800718494491,0.009909800718494491,0.009909800718494491,0.2826327610552057,0.2826327610552057,0.2826327610552057,0.2436604764857636,0.2436604764857636,0.2436604764857636,0.23285762371874935,0.23285762371874935,0.23285762371874935,0.029062483850947552,0.029062483850947552,0.029062483850947552,-0.04977513733645633,-0.04977513733645633,-0.04977513733645633,0.0,0.0,0.0,730976.148539197
2022-05-01,601042.6430691713,624928.518291921,801013.0901071418,601042.6430691713,601042.6430691713,0.0042564744970636625,0.0042564744970636625,0.0042564744970636625,0.3268284100948815,0.3268284100948815,0.3268284100948815,0.29883899457424307,0.29883899457424307,0.29883899457424307,0.18649655260213208,0.18649655260213208,0.18649655260213208,0.02373294102357478,0.02373294102357478,0.02373294102357478,-0.14033185749274946,-0.14033185749274946,-0.14033185749274946,0.0,0.0,0.0,713135.0239684455
2022-06-01,609444.249619443,586107.8907467078,765577.2592837212,609444.249619443,609444.249619443,-0.0015187662587765188,-0.0015187662587765188,-0.0015187662587765188,0.26228329034423364,0.26228329034423364,0.26228329034423364,0.2690814621673667,0.2690814621673667,0.2690814621673667,0.10443402984232046,0.10443402984232046,0.10443402984232046,-0.005279405564356587,-0.005279405564356587,-0.005279405564356587,-0.15784926050191317,-0.15784926050191317,-0.15784926050191317,0.0,0.0,0.0,673090.9685714305
2022-07-01,617574.8366035769,618744.6049101184,805241.133953913,617574.8366035769,617574.8366035769,-0.004643273208850635,-0.004643273208850635,-0.004643273208850635,0.2093011680049916,0.2093011680049916,0.2093011680049916,0.21573792089188684,0.21573792089188684,0.21573792089188684,0.1553526874131625,0.1553526874131625,0.1553526874131625,-0.0017934796780446167,-0.0017934796780446167,-0.0017934796780446167,-0.05394848059182911,-0.05394848059182911,-0.05394848059182911,0.0,0.0,0.0,713516.7471486874
2022-08-01,625976.4431538485,659865.112606096,840627.2093195115,625976.4431538485,625976.4431538485,-0.005080078842351985,-0.005080078842351985,-0.005080078842351985,0.17158820793064591,0.17158820793064591,0.17158820793064591,0.17867438729455037,0.17867438729455037,0.17867438729455037,0.20131851851730234,0.20131851851730234,0.20131851851730234,-0.0020061005215524707,-0.0020061005215524707,-0.0020061005215524707,0.029730310586656428,0.029730310586656428,0.029730310586656428,0.0,0.0,0.0,751997.0933163116
2022-09-01,634378.0497041203,655626.5240670495,839158.7805519348,634378.0497041203,634378.0497041203,-0.007163640462522837,-0.007163640462522837,-0.007163640462522837,0.125697702663155,0.125697702663155,0.125697702663155,0.1322957334906944,0.1322957334906944,0.1322957334906944,0.18245414406025573,0.18245414406025573,0.18245414406025573,0.0005656096349834342,0.0005656096349834342,0.0005656096349834342,0.05675644139710073,0.05675644139710073,0.05675644139710073,0.0,0.0,0.0,750122.9537734998
2022-10-01,642508.6366882541,717748.1139727446,895082.3112240264,642344.9958959213,642703.4119272643,-0.005372514849704467,-0.005372514849704467,-0.005372514849704467,0.15778877541282585,0.15778877541282585,0.15778877541282585,0.11232338237239864,0.11232338237239864,0.11232338237239864,0.25824877944870356,0.25824877944870356,0.25824877944870356,0.05083790789013167,0.05083790789013167,0.05083790789013167,0.10046000403587774,0.10046000403587774,0.10046000403587774,0.0,0.0,0.0,808435.7078982462
2022-11-01,650910.2432385258,801011.916335532,981831.039349255,650398.0150378044,651498.1297941747,0.0003636007257953947,0.0003636007257953947,0.0003636007257953947,0.12339267458139626,0.12339267458139626,0.12339267458139626,0.06649639576427988,0.06649639576427988,0.06649639576427988,0.3641206734353316,0.3641206734353316,0.3641206734353316,0.05653267809132098,0.05653267809132098,0.05653267809132098,0.2407279988539353,0.2407279988539353,0.2407279988539353,0.0,0.0,0.0,887920.1193524934
2022-12-01,659040.8302226596,808460.6715997338,1003649.7706508473,658111.2978227548,660112.4892111619,0.004788251189555474,0.004788251189555474,0.004788251189555474,0.11298549172085418,0.11298549172085418,0.11298549172085418,0.04864576578928326,0.04864576578928326,0.04864576578928326,0.3684915102103526,0.3684915102103526,0.3684915102103526,0.05955147474201544,0.05955147474201544,0.05955147474201544,0.2555060184894984,0.2555060184894984,0.2555060184894984,0.0,0.0,0.0,901891.781041692
2023-01-01,667442.4367729314,826804.1308165542,1005800.5895227635,665926.395668147,669196.1091002328,0.007875348636780417,0.007875348636780417,0.007875348636780417,0.07031346536266099,0.07031346536266099,0.07031346536266099,0.008241189304802287,0.008241189304802287,0.008241189304802287,0.3698000757643181,0.3698000757643181,0.3698000757643181,0.05419692742107828,0.05419692742107828,0.05419692742107828,0.29948661040165714,0.29948661040165714,0.29948661040165714,0.0,0.0,0.0,914262.7004598825
2023-02-01,675844.043323203,856618.0752563169,1040912.6439914647,673651.0155410656,678178.2769413702,0.009955151132059482,0.009955151132059482,0.009955151132059482,0.03680627492389807,0.03680627492389807,0.03680627492389807,-0.017868386316327634,-0.017868386316327634,-0.017868386316327634,0.41179799240297515,0.41179799240297515,0.41179799240297515,0.04471951010816622,0.04471951010816622,0.04471951010816622,0.3749917174790771,0.3749917174790771,0.3749917174790771,0.0,0.0,0.0,954155.2635412073
2023-03-01,683432.5911750612,955194.5767323907,1149235.1574248897,680585.9067891671,686467.4093825993,0.009247778080619546,0.009247778080619546,0.009247778080619546,0.0823659747168517,0.0823659747168517,0.0823659747168517,0.03178841342337705,0.03178841342337705,0.03178841342337705,0.5311946506827072,0.5311946506827072,0.5311946506827072,0.0413297832128551,0.0413297832128551,0.0413297832128551,0.4488286759658555,0.4488286759658555,0.4488286759658555,0.0,0.0,0.0,1046468.3277094753
2023-04-01,691834.1977253329,824807.5543455213,1014982.1669031217,688214.0169176664,695742.9815787543,0.0030064075769156004,0.0030064075769156004,0.0030064075769156004,0.3027422656507097,0.3027422656507097,0.3027422656507097,0.26400930941783796,0.26400930941783796,0.26400930941783796,0.331548996867689,0.331548996867689,0.331548996867689,0.035726548655956175,0.035726548655956175,0.035726548655956175,0.028806731216979298,0.028806731216979298,0.028806731216979298,0.0,0.0,0.0,921211.1319799295
2023-05-01,699964.7847094667,739442.103583535,920577.3948031166,695522.930869581,704876.0831890071,-0.003929402581302217,-0.003929402581302217,-0.003929402581302217,0.37534226794018005,0.37534226794018005,0.37534226794018005,0.3481754132408994,0.3481754132408994,0.3481754132408994,0.18118884137846253,0.18118884137846253,0.18118884137846253,0.031096257280582858,0.031096257280582858,0.031096257280582858,-0.19415342656171752,-0.19415342656171752,-0.19415342656171752,0.0,0.0,0.0,826790.5930567001
2023-06-01,708366.3912597385,651176.5157115109,825829.9680225402,703037.8708861995,714337.6381603016,-0.012282233417031233,-0.012282233417031233,-0.012282233417031233,0.32006742579183417,0.32006742579183417,0.32006742579183417,0.28946355217549197,0.28946355217549197,0.28946355217549197,0.043170760530316245,0.043170760530316245,0.043170760530316245,0.0428861070333734,0.0428861070333734,0.0428861070333734,-0.2768966652615179,-0.2768966652615179,-0.2768966652615179,0.0,0.0,0.0,738947.107104537
2023-07-01,716496.9782438725,724152.5315114442,906488.8096685754,710367.4079466979,723342.257116791,-0.017607558303504384,-0.017607558303504384,-0.017607558303504384,0.23218003007600446,0.23218003007600446,0.23218003007600446,0.2570751005860011,0.2570751005860011,0.2570751005860011,0.1288046806849122,0.1288046806849122,0.1288046806849122,-0.007287512206492236,-0.007287512206492236,-0.007287512206492236,-0.10337534939109227,-0.10337534939109227,-0.10337534939109227,0.0,0.0,0.0,808785.142738279
2023-08-01,724898.5847941441,834616.531039235,1013939.9993111336,717858.7876090893,732648.1251061785,-0.01603923007845062,-0.01603923007845062,-0.01603923007845062,0.17957158844585688,0.17957158844585688,0.17957158844585688,0.19963601864063552,0.19963601864063552,0.19963601864063552,0.28061379560187183,0.28061379560187183,0.28061379560187183,-0.004025200116328006,-0.004025200116328006,-0.004025200116328006,0.10104220715601492,0.10104220715601492,0.10104220715601492,0.0,0.0,0.0,928315.1280996542
2023-09-01,733300.1913444158,816932.2915173663,999991.4147781797,725034.635055214,742124.0640748189,-0.018593020943845125,-0.018593020943845125,-0.018593020943845125,0.13946166940523658,0.13946166940523658,0.13946166940523658,0.15572416883016707,0.15572416883016707,0.15572416883016707,0.24583665578513808,0.24583665578513808,0.24583665578513808,0.0023305215189146442,0.0023305215189146442,0.0023305215189146442,0.1063749863799015,0.1063749863799015,0.1063749863799015,0.0,0.0,0.0,913572.2580711289
